COUNTRY,DATATYPE,PRODUCT,FLOW,TIME,VALUE
AUSTRALI,BALANCE,NATGASCM,GDINCTRO,2020,57291
AUSTRALI,BALANCE,NATGASCM,GDINCTRO,2021,55420
AUSTRALI,BALANCE,NATGASCM,GDINCTRO,3Q2022,16558
AUSTRALI,BALANCE,NATGASCM,GDINCTRO,Nov-21,4496
AUSTRALI,BALANCE,NATGASCM,GDINCTRO,Nov-22,4599
AUSTRALI,BALANCE,NATGASCM,GDINCTRO,YTD2021,50984
AUSTRALI,BALANCE,NATGASCM,GDINCTRO,YTD2022,53705
AUSTRALI,BALANCE,NATGASCM,INDPROD,2020,153014
AUSTRALI,BALANCE,NATGASCM,INDPROD,2021,156154
AUSTRALI,BALANCE,NATGASCM,INDPROD,3Q2022,41819
AUSTRALI,BALANCE,NATGASCM,INDPROD,Nov-21,13310
AUSTRALI,BALANCE,NATGASCM,INDPROD,Nov-22,13471
AUSTRALI,BALANCE,NATGASCM,INDPROD,YTD2021,142929
AUSTRALI,BALANCE,NATGASCM,INDPROD,YTD2022,149142
AUSTRALI,BALANCE,NATGASCM,TOTENTSB,2020,6711
AUSTRALI,BALANCE,NATGASCM,TOTENTSB,2021,6069
AUSTRALI,BALANCE,NATGASCM,TOTENTSB,3Q2022,463
AUSTRALI,BALANCE,NATGASCM,TOTENTSB,Nov-21,461
AUSTRALI,BALANCE,NATGASCM,TOTENTSB,Nov-22,181
AUSTRALI,BALANCE,NATGASCM,TOTENTSB,YTD2021,5596
AUSTRALI,BALANCE,NATGASCM,TOTENTSB,YTD2022,2787
AUSTRALI,BALANCE,NATGASCM,TOTEXTSB,2020,102434
AUSTRALI,BALANCE,NATGASCM,TOTEXTSB,2021,106803
AUSTRALI,BALANCE,NATGASCM,TOTEXTSB,3Q2022,25724
AUSTRALI,BALANCE,NATGASCM,TOTEXTSB,Nov-21,9275
AUSTRALI,BALANCE,NATGASCM,TOTEXTSB,Nov-22,9053
AUSTRALI,BALANCE,NATGASCM,TOTEXTSB,YTD2021,97541
AUSTRALI,BALANCE,NATGASCM,TOTEXTSB,YTD2022,98224
AUSTRIA,BALANCE,NATGASCM,GDINCTRO,2020,8823.864
AUSTRIA,BALANCE,NATGASCM,GDINCTRO,2021,9343.52
AUSTRIA,BALANCE,NATGASCM,GDINCTRO,3Q2022,1138.676
AUSTRIA,BALANCE,NATGASCM,GDINCTRO,Nov-21,1074.752
AUSTRIA,BALANCE,NATGASCM,GDINCTRO,Nov-22,804.768
AUSTRIA,BALANCE,NATGASCM,GDINCTRO,YTD2021,8173.801
AUSTRIA,BALANCE,NATGASCM,GDINCTRO,YTD2022,7184.425
AUSTRIA,BALANCE,NATGASCM,INDPROD,2020,786.796
AUSTRIA,BALANCE,NATGASCM,INDPROD,2021,708.413
AUSTRIA,BALANCE,NATGASCM,INDPROD,3Q2022,161.135
AUSTRIA,BALANCE,NATGASCM,INDPROD,Nov-21,61.665
AUSTRIA,BALANCE,NATGASCM,INDPROD,Nov-22,47.327
AUSTRIA,BALANCE,NATGASCM,INDPROD,YTD2021,642.005
AUSTRIA,BALANCE,NATGASCM,INDPROD,YTD2022,600.165
AUSTRIA,BALANCE,NATGASCM,STCHANAT,2020,-1586.326
AUSTRIA,BALANCE,NATGASCM,STCHANAT,2021,-3891.27
AUSTRIA,BALANCE,NATGASCM,STCHANAT,3Q2022,3085.691
AUSTRIA,BALANCE,NATGASCM,STCHANAT,Nov-21,-893.2
AUSTRIA,BALANCE,NATGASCM,STCHANAT,Nov-22,95.263
AUSTRIA,BALANCE,NATGASCM,STCHANAT,YTD2021,-2816.572
AUSTRIA,BALANCE,NATGASCM,STCHANAT,YTD2022,5239.649
AUSTRIA,BALANCE,NATGASCM,TOTENTSB,2020,45079.507
AUSTRIA,BALANCE,NATGASCM,TOTENTSB,2021,41461.888
AUSTRIA,BALANCE,NATGASCM,TOTENTSB,3Q2022,7991.566
AUSTRIA,BALANCE,NATGASCM,TOTENTSB,Nov-21,3032.31
AUSTRIA,BALANCE,NATGASCM,TOTENTSB,Nov-22,1561.986
AUSTRIA,BALANCE,NATGASCM,TOTENTSB,YTD2021,37772.625
AUSTRIA,BALANCE,NATGASCM,TOTENTSB,YTD2022,29693.898
AUSTRIA,BALANCE,NATGASCM,TOTEXTSB,2020,38618.075
AUSTRIA,BALANCE,NATGASCM,TOTEXTSB,2021,36707.595
AUSTRIA,BALANCE,NATGASCM,TOTEXTSB,3Q2022,3929.339
AUSTRIA,BALANCE,NATGASCM,TOTEXTSB,Nov-21,2907.476
AUSTRIA,BALANCE,NATGASCM,TOTEXTSB,Nov-22,716.156
AUSTRIA,BALANCE,NATGASCM,TOTEXTSB,YTD2021,33051.904
AUSTRIA,BALANCE,NATGASCM,TOTEXTSB,YTD2022,17887.07
BELGIUM,BALANCE,NATGASCM,GDINCTRO,2020,18276
BELGIUM,BALANCE,NATGASCM,GDINCTRO,2021,18343.4
BELGIUM,BALANCE,NATGASCM,GDINCTRO,3Q2022,2817.6
BELGIUM,BALANCE,NATGASCM,GDINCTRO,Nov-21,1894.9
BELGIUM,BALANCE,NATGASCM,GDINCTRO,Nov-22,1336.2
BELGIUM,BALANCE,NATGASCM,GDINCTRO,YTD2021,16333.3
BELGIUM,BALANCE,NATGASCM,GDINCTRO,YTD2022,13869.1
BELGIUM,BALANCE,NATGASCM,INDPROD,2020,6.9
BELGIUM,BALANCE,NATGASCM,INDPROD,2021,13.2
BELGIUM,BALANCE,NATGASCM,INDPROD,3Q2022,7.2
BELGIUM,BALANCE,NATGASCM,INDPROD,Nov-21,1.5
BELGIUM,BALANCE,NATGASCM,INDPROD,Nov-22,2.5
BELGIUM,BALANCE,NATGASCM,INDPROD,YTD2021,11.8
BELGIUM,BALANCE,NATGASCM,INDPROD,YTD2022,24.8
BELGIUM,BALANCE,NATGASCM,STCHANAT,2020,-147.3
BELGIUM,BALANCE,NATGASCM,STCHANAT,2021,-13.9
BELGIUM,BALANCE,NATGASCM,STCHANAT,3Q2022,258.5
BELGIUM,BALANCE,NATGASCM,STCHANAT,Nov-21,-322.3
BELGIUM,BALANCE,NATGASCM,STCHANAT,Nov-22,-183.9
BELGIUM,BALANCE,NATGASCM,STCHANAT,YTD2021,24.1
BELGIUM,BALANCE,NATGASCM,STCHANAT,YTD2022,264.5
BELGIUM,BALANCE,NATGASCM,TOTENTSB,2020,42696.4
BELGIUM,BALANCE,NATGASCM,TOTENTSB,2021,41005.2
BELGIUM,BALANCE,NATGASCM,TOTENTSB,3Q2022,15337
BELGIUM,BALANCE,NATGASCM,TOTENTSB,Nov-21,3374.7
BELGIUM,BALANCE,NATGASCM,TOTENTSB,Nov-22,4866.5
BELGIUM,BALANCE,NATGASCM,TOTENTSB,YTD2021,36959.1
BELGIUM,BALANCE,NATGASCM,TOTENTSB,YTD2022,55504.9
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,2020,24630.7
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,2021,22707.729
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,3Q2022,12269.3
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,Nov-21,1797.5
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,Nov-22,3712.8
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,YTD2021,20633.929
BELGIUM,BALANCE,NATGASCM,TOTEXTSB,YTD2022,41357.6
CANADA,BALANCE,NATGASCM,GDINCTRO,2020,133021.767
CANADA,BALANCE,NATGASCM,GDINCTRO,2021,137805.594
CANADA,BALANCE,NATGASCM,GDINCTRO,3Q2022,28248.202
CANADA,BALANCE,NATGASCM,GDINCTRO,Nov-21,12416.42
CANADA,BALANCE,NATGASCM,GDINCTRO,Nov-22,13680.096
CANADA,BALANCE,NATGASCM,GDINCTRO,YTD2021,122632.952
CANADA,BALANCE,NATGASCM,GDINCTRO,YTD2022,127077.313
CANADA,BALANCE,NATGASCM,INDPROD,2020,183527.509
CANADA,BALANCE,NATGASCM,INDPROD,2021,190348.203
CANADA,BALANCE,NATGASCM,INDPROD,3Q2022,50547.197
CANADA,BALANCE,NATGASCM,INDPROD,Nov-21,16478.08
CANADA,BALANCE,NATGASCM,INDPROD,Nov-22,17285.354
CANADA,BALANCE,NATGASCM,INDPROD,YTD2021,173459.63
CANADA,BALANCE,NATGASCM,INDPROD,YTD2022,185180.864
CANADA,BALANCE,NATGASCM,STCHANAT,2020,3216.792
CANADA,BALANCE,NATGASCM,STCHANAT,2021,-2810.319
CANADA,BALANCE,NATGASCM,STCHANAT,3Q2022,7300.489
CANADA,BALANCE,NATGASCM,STCHANAT,Nov-21,-946.493
CANADA,BALANCE,NATGASCM,STCHANAT,Nov-22,-762.37
CANADA,BALANCE,NATGASCM,STCHANAT,YTD2021,-325.313
CANADA,BALANCE,NATGASCM,STCHANAT,YTD2022,2062.805
CANADA,BALANCE,NATGASCM,TOTENTSB,2020,23641.962
CANADA,BALANCE,NATGASCM,TOTENTSB,2021,24207.29
CANADA,BALANCE,NATGASCM,TOTENTSB,3Q2022,5401.737
CANADA,BALANCE,NATGASCM,TOTENTSB,Nov-21,2061.555
CANADA,BALANCE,NATGASCM,TOTENTSB,Nov-22,2596.23
CANADA,BALANCE,NATGASCM,TOTENTSB,YTD2021,21326.85
CANADA,BALANCE,NATGASCM,TOTENTSB,YTD2022,21794.394
CANADA,BALANCE,NATGASCM,TOTEXTSB,2020,70930.912
CANADA,BALANCE,NATGASCM,TOTEXTSB,2021,79560.218
CANADA,BALANCE,NATGASCM,TOTEXTSB,3Q2022,20400.243
CANADA,BALANCE,NATGASCM,TOTEXTSB,Nov-21,7069.708
CANADA,BALANCE,NATGASCM,TOTEXTSB,Nov-22,6963.858
CANADA,BALANCE,NATGASCM,TOTEXTSB,YTD2021,72478.841
CANADA,BALANCE,NATGASCM,TOTEXTSB,YTD2022,77835.14
CHILE,BALANCE,NATGASCM,GDINCTRO,2020,6233
CHILE,BALANCE,NATGASCM,GDINCTRO,2021,6270
CHILE,BALANCE,NATGASCM,GDINCTRO,3Q2022,1689
CHILE,BALANCE,NATGASCM,GDINCTRO,Nov-21,489
CHILE,BALANCE,NATGASCM,GDINCTRO,Nov-22,511
CHILE,BALANCE,NATGASCM,GDINCTRO,YTD2021,5733
CHILE,BALANCE,NATGASCM,GDINCTRO,YTD2022,6292
CHILE,BALANCE,NATGASCM,INDPROD,2020,1402
CHILE,BALANCE,NATGASCM,INDPROD,2021,1275
CHILE,BALANCE,NATGASCM,INDPROD,3Q2022,381
CHILE,BALANCE,NATGASCM,INDPROD,Nov-21,104
CHILE,BALANCE,NATGASCM,INDPROD,Nov-22,117
CHILE,BALANCE,NATGASCM,INDPROD,YTD2021,1170
CHILE,BALANCE,NATGASCM,INDPROD,YTD2022,1275
CHILE,BALANCE,NATGASCM,STCHANAT,2020,-36
CHILE,BALANCE,NATGASCM,STCHANAT,2021,15
CHILE,BALANCE,NATGASCM,STCHANAT,3Q2022,24
CHILE,BALANCE,NATGASCM,STCHANAT,Nov-21,17
CHILE,BALANCE,NATGASCM,STCHANAT,Nov-22,-11
CHILE,BALANCE,NATGASCM,STCHANAT,YTD2021,63
CHILE,BALANCE,NATGASCM,STCHANAT,YTD2022,76
CHILE,BALANCE,NATGASCM,TOTENTSB,2020,4865
CHILE,BALANCE,NATGASCM,TOTENTSB,2021,4488.5
CHILE,BALANCE,NATGASCM,TOTENTSB,3Q2022,1514.4
CHILE,BALANCE,NATGASCM,TOTENTSB,Nov-21,323.8
CHILE,BALANCE,NATGASCM,TOTENTSB,Nov-22,398
CHILE,BALANCE,NATGASCM,TOTENTSB,YTD2021,4168.8
CHILE,BALANCE,NATGASCM,TOTENTSB,YTD2022,4946.3
CZECH,BALANCE,NATGASCM,GDINCTRO,2020,8821.022
CZECH,BALANCE,NATGASCM,GDINCTRO,2021,9458.997
CZECH,BALANCE,NATGASCM,GDINCTRO,3Q2022,1008.271
CZECH,BALANCE,NATGASCM,GDINCTRO,Nov-21,987.937
CZECH,BALANCE,NATGASCM,GDINCTRO,Nov-22,761.356
CZECH,BALANCE,NATGASCM,GDINCTRO,YTD2021,8330.081
CZECH,BALANCE,NATGASCM,GDINCTRO,YTD2022,6635.636
CZECH,BALANCE,NATGASCM,INDPROD,2020,196.075
CZECH,BALANCE,NATGASCM,INDPROD,2021,203.801
CZECH,BALANCE,NATGASCM,INDPROD,3Q2022,56.434
CZECH,BALANCE,NATGASCM,INDPROD,Nov-21,17.972
CZECH,BALANCE,NATGASCM,INDPROD,Nov-22,19.09
CZECH,BALANCE,NATGASCM,INDPROD,YTD2021,184.41
CZECH,BALANCE,NATGASCM,INDPROD,YTD2022,203.84
CZECH,BALANCE,NATGASCM,STCHANAT,2020,-1036.832
CZECH,BALANCE,NATGASCM,STCHANAT,2021,-536.3
CZECH,BALANCE,NATGASCM,STCHANAT,3Q2022,695.281
CZECH,BALANCE,NATGASCM,STCHANAT,Nov-21,-410.969
CZECH,BALANCE,NATGASCM,STCHANAT,Nov-22,5.777
CZECH,BALANCE,NATGASCM,STCHANAT,YTD2021,160.582
CZECH,BALANCE,NATGASCM,STCHANAT,YTD2022,1625.993
CZECH,BALANCE,NATGASCM,TOTENTSB,2020,43481.571
CZECH,BALANCE,NATGASCM,TOTENTSB,2021,45652.259
CZECH,BALANCE,NATGASCM,TOTENTSB,3Q2022,3801.173
CZECH,BALANCE,NATGASCM,TOTENTSB,Nov-21,3163.26
CZECH,BALANCE,NATGASCM,TOTENTSB,Nov-22,1046.531
CZECH,BALANCE,NATGASCM,TOTENTSB,YTD2021,42634.164
CZECH,BALANCE,NATGASCM,TOTENTSB,YTD2022,26469.371
CZECH,BALANCE,NATGASCM,TOTEXTSB,2020,35893.456
CZECH,BALANCE,NATGASCM,TOTEXTSB,2021,36933.363
CZECH,BALANCE,NATGASCM,TOTEXTSB,3Q2022,2154.055
CZECH,BALANCE,NATGASCM,TOTEXTSB,Nov-21,2604.264
CZECH,BALANCE,NATGASCM,TOTEXTSB,Nov-22,298.488
CZECH,BALANCE,NATGASCM,TOTEXTSB,YTD2021,34327.911
CZECH,BALANCE,NATGASCM,TOTEXTSB,YTD2022,18411.582
DENMARK,BALANCE,NATGASCM,GDINCTRO,2020,2817.43
DENMARK,BALANCE,NATGASCM,GDINCTRO,2021,2957.98
DENMARK,BALANCE,NATGASCM,GDINCTRO,3Q2022,399.917
DENMARK,BALANCE,NATGASCM,GDINCTRO,Nov-21,260.778
DENMARK,BALANCE,NATGASCM,GDINCTRO,Nov-22,199.537
DENMARK,BALANCE,NATGASCM,GDINCTRO,YTD2021,2620.259
DENMARK,BALANCE,NATGASCM,GDINCTRO,YTD2022,2120.477
DENMARK,BALANCE,NATGASCM,INDPROD,2020,1840.411
DENMARK,BALANCE,NATGASCM,INDPROD,2021,1862.545
DENMARK,BALANCE,NATGASCM,INDPROD,3Q2022,529.265
DENMARK,BALANCE,NATGASCM,INDPROD,Nov-21,160.311
DENMARK,BALANCE,NATGASCM,INDPROD,Nov-22,193.334
DENMARK,BALANCE,NATGASCM,INDPROD,YTD2021,1696.456
DENMARK,BALANCE,NATGASCM,INDPROD,YTD2022,1969.415
DENMARK,BALANCE,NATGASCM,STCHANAT,2020,-27.634
DENMARK,BALANCE,NATGASCM,STCHANAT,2021,-298.242
DENMARK,BALANCE,NATGASCM,STCHANAT,3Q2022,153.792
DENMARK,BALANCE,NATGASCM,STCHANAT,Nov-21,-48.094
DENMARK,BALANCE,NATGASCM,STCHANAT,Nov-22,50.409
DENMARK,BALANCE,NATGASCM,STCHANAT,YTD2021,-259.185
DENMARK,BALANCE,NATGASCM,STCHANAT,YTD2022,315.148
DENMARK,BALANCE,NATGASCM,TOTENTSB,2020,2663.09
DENMARK,BALANCE,NATGASCM,TOTENTSB,2021,2499.038
DENMARK,BALANCE,NATGASCM,TOTENTSB,3Q2022,341.165
DENMARK,BALANCE,NATGASCM,TOTENTSB,Nov-21,194.046
DENMARK,BALANCE,NATGASCM,TOTENTSB,Nov-22,371.669
DENMARK,BALANCE,NATGASCM,TOTENTSB,YTD2021,2182.148
DENMARK,BALANCE,NATGASCM,TOTENTSB,YTD2022,2236.606
DENMARK,BALANCE,NATGASCM,TOTEXTSB,2020,1714.163
DENMARK,BALANCE,NATGASCM,TOTEXTSB,2021,1702.182
DENMARK,BALANCE,NATGASCM,TOTEXTSB,3Q2022,343.53
DENMARK,BALANCE,NATGASCM,TOTEXTSB,Nov-21,140.848
DENMARK,BALANCE,NATGASCM,TOTEXTSB,Nov-22,313.331
DENMARK,BALANCE,NATGASCM,TOTEXTSB,YTD2021,1519.428
DENMARK,BALANCE,NATGASCM,TOTEXTSB,YTD2022,1791.868
ESTONIA,BALANCE,NATGASCM,GDINCTRO,2020,421
ESTONIA,BALANCE,NATGASCM,GDINCTRO,2021,477.4
ESTONIA,BALANCE,NATGASCM,GDINCTRO,3Q2022,39.5
ESTONIA,BALANCE,NATGASCM,GDINCTRO,Nov-21,43.5
ESTONIA,BALANCE,NATGASCM,GDINCTRO,Nov-22,29.8
ESTONIA,BALANCE,NATGASCM,GDINCTRO,YTD2021,405
ESTONIA,BALANCE,NATGASCM,GDINCTRO,YTD2022,310.6
ESTONIA,BALANCE,NATGASCM,TOTENTSB,2020,421
ESTONIA,BALANCE,NATGASCM,TOTENTSB,2021,477.4
ESTONIA,BALANCE,NATGASCM,TOTENTSB,3Q2022,39.5
ESTONIA,BALANCE,NATGASCM,TOTENTSB,Nov-21,43.5
ESTONIA,BALANCE,NATGASCM,TOTENTSB,Nov-22,29.8
ESTONIA,BALANCE,NATGASCM,TOTENTSB,YTD2021,405
ESTONIA,BALANCE,NATGASCM,TOTENTSB,YTD2022,310.6
FINLAND,BALANCE,NATGASCM,GDINCTRO,2020,2430.5
FINLAND,BALANCE,NATGASCM,GDINCTRO,2021,2419.765
FINLAND,BALANCE,NATGASCM,GDINCTRO,3Q2022,259.529
FINLAND,BALANCE,NATGASCM,GDINCTRO,Nov-21,110.895
FINLAND,BALANCE,NATGASCM,GDINCTRO,Nov-22,78.895
FINLAND,BALANCE,NATGASCM,GDINCTRO,YTD2021,2164.87
FINLAND,BALANCE,NATGASCM,GDINCTRO,YTD2022,1191.306
FINLAND,BALANCE,NATGASCM,INDPROD,2020,12
FINLAND,BALANCE,NATGASCM,INDPROD,2021,12
FINLAND,BALANCE,NATGASCM,INDPROD,3Q2022,3
FINLAND,BALANCE,NATGASCM,INDPROD,Nov-21,1
FINLAND,BALANCE,NATGASCM,INDPROD,Nov-22,1
FINLAND,BALANCE,NATGASCM,INDPROD,YTD2021,11
FINLAND,BALANCE,NATGASCM,INDPROD,YTD2022,11
FINLAND,BALANCE,NATGASCM,STCHANAT,2020,7
FINLAND,BALANCE,NATGASCM,STCHANAT,2021,-10
FINLAND,BALANCE,NATGASCM,STCHANAT,3Q2022,4
FINLAND,BALANCE,NATGASCM,STCHANAT,Nov-22,0
FINLAND,BALANCE,NATGASCM,STCHANAT,YTD2021,-15
FINLAND,BALANCE,NATGASCM,STCHANAT,YTD2022,9
FINLAND,BALANCE,NATGASCM,TOTENTSB,2020,2627
FINLAND,BALANCE,NATGASCM,TOTENTSB,2021,2630
FINLAND,BALANCE,NATGASCM,TOTENTSB,3Q2022,265
FINLAND,BALANCE,NATGASCM,TOTENTSB,Nov-21,146
FINLAND,BALANCE,NATGASCM,TOTENTSB,Nov-22,77
FINLAND,BALANCE,NATGASCM,TOTENTSB,YTD2021,2348
FINLAND,BALANCE,NATGASCM,TOTENTSB,YTD2022,1297.44
FINLAND,BALANCE,NATGASCM,TOTEXTSB,2020,182
FINLAND,BALANCE,NATGASCM,TOTEXTSB,2021,244
FINLAND,BALANCE,NATGASCM,TOTEXTSB,3Q2022,3.156
FINLAND,BALANCE,NATGASCM,TOTEXTSB,Nov-21,36
FINLAND,BALANCE,NATGASCM,TOTEXTSB,YTD2021,221
FINLAND,BALANCE,NATGASCM,TOTEXTSB,YTD2022,106.979
FRANCE,BALANCE,NATGASCM,GDINCTRO,2020,38562.778
FRANCE,BALANCE,NATGASCM,GDINCTRO,2021,40866.655
FRANCE,BALANCE,NATGASCM,GDINCTRO,3Q2022,5099.954
FRANCE,BALANCE,NATGASCM,GDINCTRO,Nov-21,4908.4
FRANCE,BALANCE,NATGASCM,GDINCTRO,Nov-22,3538.257
FRANCE,BALANCE,NATGASCM,GDINCTRO,YTD2021,35477.924
FRANCE,BALANCE,NATGASCM,GDINCTRO,YTD2022,32019.856
FRANCE,BALANCE,NATGASCM,INDPROD,2020,207.707
FRANCE,BALANCE,NATGASCM,INDPROD,2021,396.261
FRANCE,BALANCE,NATGASCM,INDPROD,3Q2022,157.533
FRANCE,BALANCE,NATGASCM,INDPROD,Nov-21,41.122
FRANCE,BALANCE,NATGASCM,INDPROD,Nov-22,57.372
FRANCE,BALANCE,NATGASCM,INDPROD,YTD2021,351.554
FRANCE,BALANCE,NATGASCM,INDPROD,YTD2022,557.951
FRANCE,BALANCE,NATGASCM,STCHANAT,2020,-2025.842
FRANCE,BALANCE,NATGASCM,STCHANAT,2021,-1553.438
FRANCE,BALANCE,NATGASCM,STCHANAT,3Q2022,4001.24
FRANCE,BALANCE,NATGASCM,STCHANAT,Nov-21,-2059.178
FRANCE,BALANCE,NATGASCM,STCHANAT,Nov-22,-269.706
FRANCE,BALANCE,NATGASCM,STCHANAT,YTD2021,462.386
FRANCE,BALANCE,NATGASCM,STCHANAT,YTD2022,4718.321
FRANCE,BALANCE,NATGASCM,TOTENTSB,2020,46139.555
FRANCE,BALANCE,NATGASCM,TOTENTSB,2021,45409.757
FRANCE,BALANCE,NATGASCM,TOTENTSB,3Q2022,13239.871
FRANCE,BALANCE,NATGASCM,TOTENTSB,Nov-21,3499.302
FRANCE,BALANCE,NATGASCM,TOTENTSB,Nov-22,4834.894
FRANCE,BALANCE,NATGASCM,TOTENTSB,YTD2021,41085.019
FRANCE,BALANCE,NATGASCM,TOTENTSB,YTD2022,50357.254
FRANCE,BALANCE,NATGASCM,TOTEXTSB,2020,9101.767
FRANCE,BALANCE,NATGASCM,TOTEXTSB,2021,5788.097
FRANCE,BALANCE,NATGASCM,TOTEXTSB,3Q2022,4066.064
FRANCE,BALANCE,NATGASCM,TOTEXTSB,Nov-21,644.315
FRANCE,BALANCE,NATGASCM,TOTEXTSB,Nov-22,1736.701
FRANCE,BALANCE,NATGASCM,TOTEXTSB,YTD2021,4920.491
FRANCE,BALANCE,NATGASCM,TOTEXTSB,YTD2022,13757.924
GERMANY,BALANCE,NATGASCM,GDINCTRO,2020,89289.949
GERMANY,BALANCE,NATGASCM,GDINCTRO,2021,93626.68
GERMANY,BALANCE,NATGASCM,GDINCTRO,3Q2022,10958.038
GERMANY,BALANCE,NATGASCM,GDINCTRO,Nov-21,10146.488
GERMANY,BALANCE,NATGASCM,GDINCTRO,Nov-22,7098.69
GERMANY,BALANCE,NATGASCM,GDINCTRO,YTD2021,82013.803
GERMANY,BALANCE,NATGASCM,GDINCTRO,YTD2022,69314.632
GERMANY,BALANCE,NATGASCM,INDPROD,2020,4874
