Country,Product,Flow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021 Provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Nuclear,Total energy supply (PJ),102,159,161,160,199,172,196,333,436,668,1149,1188,1574,2086,2445,2773,2897,3006,3316,3426,3615,3692,4017,3927,4115,4335,4314,4233,4301,4529,4594,4765,4812,4890,4926,4911,4797,4794,4470,4675,4826,4641,4622,4762,4772,4398,4346,4505,4353,3860,4138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Nuclear,"Electricity, CHP and heat plants (PJ)",-102,-159,-161,-160,-199,-172,-196,-333,-436,-668,-1149,-1188,-1574,-2086,-2445,-2773,-2897,-3006,-3316,-3426,-3615,-3692,-4017,-3927,-4115,-4335,-4314,-4233,-4301,-4529,-4594,-4765,-4812,-4890,-4926,-4911,-4797,-4794,-4470,-4675,-4826,-4641,-4622,-4762,-4772,-4398,-4346,-4505,-4353,-3860,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Nuclear,"Oil refineries, transformation (PJ)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Nuclear,Total final consumption (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Nuclear,Industry (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Nuclear,Transport (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Nuclear,Residential (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Nuclear,Commercial and public services (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Nuclear,Other final consumption (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,Production (PJ),572,577,584,575,603,545,651,634,639,615,612,614,649,643,681,673,725,717,624,661,744,772,740,748,744,752,708,703,728,698,735,672,695,709,705,685,731,824,837,925,820,958,1051,974,1003,1057,1022,1110,1108,1124,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,Imports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,17,17,15,25,19,26,40,38,53,68,70,78,57,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,Exports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-3,-1,0,-7,-11,-9,-25,-24,-22,-23,-27,-25,-27,-40,-35,-29,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,Total energy supply (PJ),572,577,584,575,603,545,651,634,639,615,612,614,649,643,681,673,725,717,624,661,744,772,740,748,743,753,709,703,728,698,735,671,692,706,703,687,743,833,843,932,820,953,1055,988,1012,1084,1062,1141,1151,1151,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-211,-217,-210,-235,-248,-203,-304,-280,-274,-287,-293,-287,-283,-275,-270,-281,-312,-328,-227,-251,-270,-312,-297,-348,-329,-305,-298,-293,-338,-316,-346,-300,-297,-306,-315,-334,-363,-399,-385,-437,-380,-457,-526,-514,-517,-557,-539,-616,-620,-658,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,"Oil refineries, transformation (PJ)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,Total final consumption (PJ),362,360,373,340,354,342,347,354,365,328,319,327,366,368,411,392,413,388,397,410,474,460,443,400,414,447,411,410,391,382,389,371,395,400,387,352,379,432,457,493,440,496,530,476,497,527,522,521,527,487,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,Industry (PJ),44,47,49,50,47,45,46,46,48,47,45,44,47,52,53,48,50,55,59,63,63,63,59,63,64,63,67,67,65,65,64,65,67,68,66,50,53,51,57,61,68,71,70,66,70,76,71,77,77,76,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,Transport (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,10,13,11,11,14,14,14,13,14,24,30,60,96,103,101,102,112,113,123,125,125,131,131,134,111,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,Residential (PJ),314,309,320,286,304,292,297,304,312,277,270,279,316,313,355,342,360,330,335,344,407,393,379,329,333,364,319,320,303,286,292,268,288,289,278,257,245,263,270,305,251,290,318,260,275,293,283,274,277,257,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,Commercial and public services (PJ),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,9,9,10,10,10,15,18,22,24,26,14,11,16,17,22,19,13,16,21,20,19,22,24,23,24,25,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Renewables and waste,Other final consumption (PJ),4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,5,5,6,6,7,7,7,8,11,13,15,15,16,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,Production (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,Imports (PJ),15,11,17,23,32,35,46,57,59,56,39,34,26,20,20,28,32,28,29,24,20,17,13,13,10,13,15,17,18,13,16,13,25,24,29,31,39,39,67,70,34,44,42,28,36,72,76,49,56,70,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,Exports (PJ),-20,-32,-27,-23,-22,-27,-27,-41,-38,-45,-56,-47,-74,-108,-103,-119,-138,-160,-180,-188,-210,-211,-234,-241,-262,-261,-251,-224,-245,-263,-262,-291,-264,-247,-246,-259,-243,-211,-160,-181,-237,-204,-217,-270,-266,-221,-220,-275,-264,-232,-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,Total energy supply (PJ),-5,-21,-10,0,9,8,19,16,21,12,-17,-13,-48,-88,-83,-91,-106,-132,-151,-164,-190,-194,-221,-227,-251,-248,-235,-207,-227,-250,-246,-277,-239,-223,-217,-228,-205,-173,-93,-111,-203,-160,-174,-242,-231,-149,-144,-227,-208,-162,-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,"Electricity, CHP and heat plants (PJ)",561,616,657,673,667,741,758,814,866,926,992,1002,1063,1162,1233,1298,1355,1405,1453,1502,1626,1656,1691,1709,1768,1833,1804,1826,1876,1927,1963,1993,2021,2047,2056,2050,2031,2049,1911,2032,2045,2044,2078,2041,2068,2013,2005,2075,2039,1898,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,"Oil refineries, transformation (PJ)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,Total final consumption (PJ),454,489,535,566,568,617,650,695,732,753,758,773,816,853,898,951,994,1014,1055,1088,1157,1189,1197,1215,1234,1281,1280,1323,1350,1386,1425,1417,1470,1513,1522,1537,1534,1558,1505,1599,1528,1598,1623,1531,1566,1594,1582,1574,1554,1481,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,Industry (PJ),269,281,302,317,293,314,321,330,343,343,333,329,332,339,350,362,376,393,407,413,421,436,434,435,445,448,460,475,477,485,485,480,482,492,502,483,477,463,402,423,429,431,425,422,417,424,420,421,416,381,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,Transport (PJ),21,22,23,23,22,23,23,24,25,25,25,25,26,26,27,29,30,31,31,27,27,27,27,28,28,31,32,32,33,34,34,35,35,36,35,36,36,38,36,36,38,39,39,38,39,38,38,36,36,30,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,Residential (PJ),84,96,109,119,137,155,171,194,209,222,232,243,270,287,309,323,336,329,337,349,385,395,401,400,392,434,429,443,457,463,482,479,510,516,499,516,510,550,537,581,533,576,605,543,566,587,580,577,575,581,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,Commercial and public services (PJ),77,86,97,102,110,120,130,142,149,157,162,170,183,192,204,231,245,255,272,291,315,323,327,342,342,349,341,348,359,383,392,391,418,433,451,468,480,477,492,521,496,518,519,497,509,511,509,506,492,455,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Electricity,Other final consumption (PJ),3,4,4,5,5,5,5,6,6,6,6,7,7,7,8,7,7,7,8,9,9,8,8,9,28,19,18,24,23,21,32,32,25,35,35,34,31,31,38,38,33,34,35,32,35,34,34,34,35,33,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,Production (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,Imports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,Exports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,Total energy supply (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,"Electricity, CHP and heat plants (PJ)",10,12,11,8,8,7,7,9,9,10,9,9,9,10,13,15,15,15,18,20,22,22,22,22,23,25,23,24,24,135,164,171,166,168,178,166,166,167,151,153,140,146,154,138,149,167,170,160,167,164,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,"Oil refineries, transformation (PJ)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,Total final consumption (PJ),10,12,11,8,8,7,7,9,9,10,9,9,9,10,13,15,15,15,18,20,22,22,22,22,23,25,23,24,24,135,164,171,166,168,174,164,140,152,134,119,131,135,141,126,139,155,158,149,155,150,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,Industry (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,63,55,33,60,59,59,56,60,69,72,62,67,63,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,Transport (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,Residential (PJ),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52,57,50,55,45,49,53,43,49,53,52,53,54,52,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,Commercial and public services (PJ),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,32,29,32,26,27,29,27,29,33,34,34,34,35,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Heat,Other final consumption (PJ),10,12,11,8,8,7,7,9,9,10,9,9,9,10,13,15,15,15,18,20,22,22,22,22,23,25,23,24,24,135,164,171,166,168,174,164,0,0,0,0,0,0,0,0,0,0,0,1,1,1,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,Production (PJ),1993,1962,1850,1771,1824,1721,1863,1914,2003,2202,2678,2661,3056,3561,3907,4180,4344,4373,4576,4684,4962,5032,5292,5182,5353,5517,5389,5250,5322,5470,5526,5613,5683,5732,5743,5705,5628,5712,5390,5679,5717,5667,5738,5786,5820,5498,5408,5654,5502,5019,5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,Imports (PJ),5493,5968,6742,6712,5755,6549,6468,6547,7234,6896,6151,5567,5288,5417,5349,5368,5427,5402,5581,5828,6137,6044,5802,5652,5795,6244,6216,6620,6598,6812,6773,6824,7079,7271,7522,7429,7175,7430,6939,6812,6896,6681,6624,6359,6428,6365,6596,6414,6477,5339,5467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,Exports (PJ),-561,-604,-652,-553,-541,-501,-642,-635,-789,-658,-742,-590,-572,-628,-647,-677,-667,-773,-752,-838,-863,-898,-987,-1047,-969,-1086,-1151,-1161,-1106,-1265,-1148,-1145,-1267,-1336,-1466,-1481,-1406,-1598,-1343,-1271,-1411,-1292,-1233,-1371,-1394,-1263,-1339,-1389,-1439,-1156,-995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,Total energy supply (PJ),6639,7009,7542,7300,6907,7373,7236,7715,8038,8029,7842,7652,7852,8134,8534,8666,8882,8844,9208,9372,9906,9736,9897,9522,9918,10479,10159,10454,10437,10540,10900,10927,11204,11366,11416,11231,11108,11158,10675,11006,10792,10786,10834,10413,10569,10369,10362,10297,10148,9139,9860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,"Electricity, CHP and heat plants (PJ)",-663,-704,-869,-831,-788,-934,-887,-966,-1115,-1215,-1357,-1440,-1577,-1827,-1993,-2142,-2193,-2282,-2564,-2594,-2789,-2765,-2899,-2842,-3006,-3171,-3127,-3176,-3176,-3278,-3272,-3407,-3460,-3517,-3659,-3629,-3567,-3540,-3397,-3561,-3557,-3463,-3438,-3458,-3483,-3255,-3246,-3293,-3190,-2840,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,"Oil refineries, transformation (PJ)",-77,-91,1,-20,-21,-14,-15,-7,-16,14,-6,10,3,15,23,24,28,27,29,30,27,25,14,32,41,38,62,40,35,32,61,43,-42,-48,-48,-40,-43,-38,-30,-31,-31,-31,-24,-25,-25,-26,-22,-22,-19,-11,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,Total final consumption (PJ),5259,5567,5955,5697,5413,5612,5640,6015,6138,5916,5623,5423,5534,5627,5732,5800,5901,5855,5940,5928,6364,6405,6262,6200,6330,6581,6531,6639,6657,6761,6974,6859,7000,7064,7015,6925,6793,6819,6538,6689,6501,6675,6779,6349,6442,6525,6484,6335,6278,5778,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,Industry (PJ),1848,1779,1745,1803,1602,1677,1684,1701,1781,1725,1492,1376,1366,1376,1384,1342,1367,1363,1388,1317,1347,1363,1324,1317,1361,1409,1416,1401,1385,1382,1441,1409,1408,1359,1399,1353,1394,1370,1130,1198,1290,1265,1274,1222,1204,1245,1181,1181,1151,1080,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,Transport (PJ),874,952,1034,1026,1058,1152,1163,1241,1247,1269,1291,1300,1312,1335,1331,1394,1439,1523,1559,1608,1656,1690,1704,1718,1731,1733,1769,1829,1835,1877,1900,1899,1878,1881,1858,1866,1883,1837,1823,1824,1894,1889,1876,1887,1907,1914,1928,1888,1888,1601,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,Residential (PJ),866,852,896,871,866,882,898,952,999,946,942,948,1029,1058,1600,1637,1621,1507,1503,1594,1795,1755,1738,1611,1628,1791,1663,1755,1750,1694,1773,1704,1772,1841,1795,1764,1674,1821,1804,1852,1624,1783,1865,1532,1612,1681,1646,1584,1565,1522,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,Commercial and public services (PJ),1082,1330,1534,1295,1260,1292,1286,1451,1346,1265,1230,1141,1156,1167,711,758,756,730,748,665,743,760,737,756,735,795,786,766,809,779,804,766,853,878,875,847,885,894,953,1003,871,934,964,885,918,921,936,919,900,835,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Total,Other final consumption (PJ),590,655,745,702,627,608,609,671,765,710,668,658,671,692,706,670,719,732,743,744,823,837,759,797,876,853,897,888,878,1028,1055,1082,1088,1106,1088,1096,957,897,828,812,821,804,799,822,801,764,792,763,773,739,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
